,city,year,weekofyear,total_cases
261,sj,2003,18,5
262,sj,2003,19,4
263,sj,2003,20,3
264,sj,2003,21,4
265,sj,2003,22,16
266,sj,2003,23,8
267,sj,2003,24,7
268,sj,2003,25,10
269,sj,2003,26,14
270,sj,2003,27,7
271,sj,2003,28,9
272,sj,2003,29,11
273,sj,2003,30,23
274,sj,2003,31,17
275,sj,2003,32,19
276,sj,2003,33,24
277,sj,2003,34,17
278,sj,2003,35,28
279,sj,2003,36,40
280,sj,2003,37,33
281,sj,2003,38,31
282,sj,2003,39,33
283,sj,2003,40,29
284,sj,2003,41,30
285,sj,2003,42,36
286,sj,2003,43,48
287,sj,2003,44,40
288,sj,2003,45,28
289,sj,2003,46,36
290,sj,2003,47,19
291,sj,2003,48,34
292,sj,2003,49,23
293,sj,2003,50,17
294,sj,2003,51,17
295,sj,2004,1,23
296,sj,2004,2,14
297,sj,2004,3,20
298,sj,2004,4,13
299,sj,2004,5,23
300,sj,2004,6,20
301,sj,2004,7,16
302,sj,2004,8,16
303,sj,2004,9,23
304,sj,2004,10,14
305,sj,2004,11,15
306,sj,2004,12,4
307,sj,2004,13,5
308,sj,2004,14,5
309,sj,2004,15,11
310,sj,2004,16,11
311,sj,2004,17,7
312,sj,2004,18,4
313,sj,2004,19,6
314,sj,2004,20,5
315,sj,2004,21,2
316,sj,2004,22,4
317,sj,2004,23,2
318,sj,2004,24,4
319,sj,2004,25,6
320,sj,2004,26,6
321,sj,2004,27,4
322,sj,2004,28,6
323,sj,2004,29,11
324,sj,2004,30,16
325,sj,2004,31,9
326,sj,2004,32,12
327,sj,2004,33,13
328,sj,2004,34,27
329,sj,2004,35,21
330,sj,2004,36,19
331,sj,2004,37,17
332,sj,2004,38,24
333,sj,2004,39,27
334,sj,2004,40,30
335,sj,2004,41,29
336,sj,2004,42,25
337,sj,2004,43,35
338,sj,2004,44,33
339,sj,2004,45,30
340,sj,2004,46,29
341,sj,2004,47,31
342,sj,2004,48,29
343,sj,2004,49,22
344,sj,2004,50,27
345,sj,2004,51,24
346,sj,2004,52,26
347,sj,2005,1,29
348,sj,2005,2,22
349,sj,2005,3,33
350,sj,2005,4,24
351,sj,2005,5,30
352,sj,2005,6,20
353,sj,2005,7,17
354,sj,2005,8,24
355,sj,2005,9,28
356,sj,2005,10,18
357,sj,2005,11,13
358,sj,2005,12,9
359,sj,2005,13,14
360,sj,2005,14,11
361,sj,2005,15,11
362,sj,2005,16,19
363,sj,2005,17,10
364,sj,2005,18,8
365,sj,2005,19,8
366,sj,2005,20,9
367,sj,2005,21,3
368,sj,2005,22,7
369,sj,2005,23,14
370,sj,2005,24,4
371,sj,2005,25,9
372,sj,2005,26,14
373,sj,2005,27,7
374,sj,2005,28,9
375,sj,2005,29,3
376,sj,2005,30,3
377,sj,2005,31,14
378,sj,2005,32,12
379,sj,2005,33,10
380,sj,2005,34,21
381,sj,2005,35,26
382,sj,2005,36,47
383,sj,2005,37,42
384,sj,2005,38,31
385,sj,2005,39,34
386,sj,2005,40,33
387,sj,2005,41,52
388,sj,2005,42,56
389,sj,2005,43,70
390,sj,2005,44,112
391,sj,2005,45,70
392,sj,2005,46,47
393,sj,2005,47,48
394,sj,2005,48,49
395,sj,2005,49,66
396,sj,2005,50,56
397,sj,2005,51,61
398,sj,2005,52,67
399,sj,2006,1,64
400,sj,2006,2,68
401,sj,2006,3,49
402,sj,2006,4,50
403,sj,2006,5,56
404,sj,2006,6,75
405,sj,2006,7,63
406,sj,2006,8,62
407,sj,2006,9,41
408,sj,2006,10,50
409,sj,2006,11,34
410,sj,2006,12,31
411,sj,2006,13,38
412,sj,2006,14,30
413,sj,2006,15,32
414,sj,2006,16,26
415,sj,2006,17,30
416,sj,2006,18,36
417,sj,2006,19,35
418,sj,2006,20,46
419,sj,2006,21,48
420,sj,2006,22,44
421,sj,2006,23,51
422,sj,2006,24,59
423,sj,2006,25,71
424,sj,2006,26,102
425,sj,2006,27,128
426,sj,2006,28,127
427,sj,2006,29,150
428,sj,2006,30,191
429,sj,2006,31,256
430,sj,2006,32,329
431,sj,2006,33,263
432,sj,2006,34,220
433,sj,2006,35,204
434,sj,2006,36,181
435,sj,2006,37,99
436,sj,2006,38,54
437,sj,2006,39,80
438,sj,2006,40,102
439,sj,2006,41,127
440,sj,2006,42,73
441,sj,2006,43,68
442,sj,2006,44,64
443,sj,2006,45,55
444,sj,2006,46,67
445,sj,2006,47,84
446,sj,2006,48,85
447,sj,2006,49,67
448,sj,2006,50,73
449,sj,2006,51,89
450,sj,2006,52,68
451,sj,2007,53,59
452,sj,2007,1,56
453,sj,2007,2,77
454,sj,2007,3,75
455,sj,2007,4,47
456,sj,2007,5,50
457,sj,2007,6,42
458,sj,2007,7,28
459,sj,2007,8,37
460,sj,2007,9,37
461,sj,2007,10,27
462,sj,2007,11,12
463,sj,2007,12,15
464,sj,2007,13,22
465,sj,2007,14,8
466,sj,2007,15,15
467,sj,2007,16,17
468,sj,2007,17,10
469,sj,2007,18,9
470,sj,2007,19,11
471,sj,2007,20,20
472,sj,2007,21,13
473,sj,2007,22,11
474,sj,2007,23,16
475,sj,2007,24,11
476,sj,2007,25,7
477,sj,2007,26,17
478,sj,2007,27,14
479,sj,2007,28,13
480,sj,2007,29,15
481,sj,2007,30,30
482,sj,2007,31,25
483,sj,2007,32,40
484,sj,2007,33,44
485,sj,2007,34,25
486,sj,2007,35,21
487,sj,2007,36,48
488,sj,2007,37,56
489,sj,2007,38,60
490,sj,2007,39,45
491,sj,2007,40,55
492,sj,2007,41,32
493,sj,2007,42,46
494,sj,2007,43,61
495,sj,2007,44,42
496,sj,2007,45,37
497,sj,2007,46,43
498,sj,2007,47,34
499,sj,2007,48,40
500,sj,2007,49,25
501,sj,2007,50,16
502,sj,2007,51,17
503,sj,2008,52,17
504,sj,2008,1,16
505,sj,2008,2,23
506,sj,2008,3,18
507,sj,2008,4,18
508,sj,2008,5,9
509,sj,2008,6,7
510,sj,2008,7,7
511,sj,2008,8,4
512,sj,2008,9,3
513,sj,2008,10,2
514,sj,2008,11,8
515,sj,2008,12,3
516,sj,2008,13,1
517,sj,2008,14,1
518,sj,2008,15,2
519,sj,2008,16,3
520,sj,2008,17,3
521,sj,2008,18,2
522,sj,2008,19,0
523,sj,2008,20,0
524,sj,2008,21,2
525,sj,2008,22,2
526,sj,2008,23,0
527,sj,2008,24,6
528,sj,2008,25,3
529,sj,2008,26,6
530,sj,2008,27,2
531,sj,2008,28,3
532,sj,2008,29,2
533,sj,2008,30,4
534,sj,2008,31,5
535,sj,2008,32,2
536,sj,2008,33,9
537,sj,2008,34,2
538,sj,2008,35,4
539,sj,2008,36,8
540,sj,2008,37,6
541,sj,2008,38,3
542,sj,2008,39,11
543,sj,2008,40,14
544,sj,2008,41,15
545,sj,2008,42,20
546,sj,2008,43,9
547,sj,2008,44,20
548,sj,2008,45,28
549,sj,2008,46,38
550,sj,2008,47,30
551,sj,2008,48,30
552,sj,2008,49,23
553,sj,2008,50,16
554,sj,2008,51,22
555,sj,2009,1,28
556,sj,2009,2,14
557,sj,2009,3,17
558,sj,2009,4,20
559,sj,2009,5,17
560,sj,2009,6,10
561,sj,2009,7,13
562,sj,2009,8,20
563,sj,2009,9,9
564,sj,2009,10,18
565,sj,2009,11,9
566,sj,2009,12,8
567,sj,2009,13,19
568,sj,2009,14,11
569,sj,2009,15,4
570,sj,2009,16,6
571,sj,2009,17,6
572,sj,2009,18,8
573,sj,2009,19,13
574,sj,2009,20,8
575,sj,2009,21,8
576,sj,2009,22,5
577,sj,2009,23,16
578,sj,2009,24,12
579,sj,2009,25,11
580,sj,2009,26,18
581,sj,2009,27,10
582,sj,2009,28,22
583,sj,2009,29,14
584,sj,2009,30,16
585,sj,2009,31,18
586,sj,2009,32,27
587,sj,2009,33,38
588,sj,2009,34,35
589,sj,2009,35,41
590,sj,2009,36,51
591,sj,2009,37,65
592,sj,2009,38,55
593,sj,2009,39,54
594,sj,2009,40,62
595,sj,2009,41,64
596,sj,2009,42,56
597,sj,2009,43,65
598,sj,2009,44,71
599,sj,2009,45,75
600,sj,2009,46,71
601,sj,2009,47,72
602,sj,2009,48,47
603,sj,2009,49,27
604,sj,2009,50,35
605,sj,2009,51,25
606,sj,2009,52,19
607,sj,2010,1,37
608,sj,2010,2,38
609,sj,2010,3,34
610,sj,2010,4,26
611,sj,2010,5,19
612,sj,2010,6,18
613,sj,2010,7,22
614,sj,2010,8,16
615,sj,2010,9,18
616,sj,2010,10,6
617,sj,2010,11,12
618,sj,2010,12,6
619,sj,2010,13,6
620,sj,2010,14,3
621,sj,2010,15,7
622,sj,2010,16,6
623,sj,2010,17,1
624,sj,2010,18,3
625,sj,2010,19,2
626,sj,2010,20,2
627,sj,2010,21,1
628,sj,2010,22,10
629,sj,2010,23,3
630,sj,2010,24,3
631,sj,2010,25,1
632,sj,2010,26,1
633,sj,2010,27,2
634,sj,2010,28,6
635,sj,2010,29,3
636,sj,2010,30,3
637,sj,2010,31,5
638,sj,2010,32,4
639,sj,2010,33,7
640,sj,2010,34,6
641,sj,2010,35,5
642,sj,2010,36,7
643,sj,2010,37,6
644,sj,2010,38,4
645,sj,2010,39,4
646,sj,2010,40,7
647,sj,2010,41,9
648,sj,2010,42,5
649,sj,2010,43,5
650,sj,2010,44,10
651,sj,2010,45,6
652,sj,2010,46,13
653,sj,2010,47,6
654,sj,2010,48,5
655,sj,2010,49,5
656,sj,2010,50,9
657,sj,2010,51,3
658,sj,2010,52,6
659,sj,2011,1,11
660,sj,2011,2,7
661,sj,2011,3,7
662,sj,2011,4,15
663,sj,2011,5,9
664,sj,2011,6,6
665,sj,2011,7,6
666,sj,2011,8,6
667,sj,2011,9,7
668,sj,2011,10,10
669,sj,2011,11,8
670,sj,2011,12,7
671,sj,2011,13,12
672,sj,2011,14,3
673,sj,2011,15,2
674,sj,2011,16,7
675,sj,2011,17,5
676,sj,2011,18,5
677,sj,2011,19,7
678,sj,2011,20,7
679,sj,2011,21,7
680,sj,2011,22,7
681,sj,2011,23,10
682,sj,2011,24,13
683,sj,2011,25,10
684,sj,2011,26,14
685,sj,2011,27,11
686,sj,2011,28,20
687,sj,2011,29,25
688,sj,2011,30,17
689,sj,2011,31,18
690,sj,2011,32,25
691,sj,2011,33,21
692,sj,2011,34,31
693,sj,2011,35,32
694,sj,2011,36,26
695,sj,2011,37,35
696,sj,2011,38,28
697,sj,2011,39,37
698,sj,2011,40,41
699,sj,2011,41,34
700,sj,2011,42,30
701,sj,2011,43,39
702,sj,2011,44,39
703,sj,2011,45,39
704,sj,2011,46,34
705,sj,2011,47,30
706,sj,2011,48,37
707,sj,2011,49,29
708,sj,2011,50,26
709,sj,2011,51,15
710,sj,2011,52,22
711,sj,2012,1,15
712,sj,2012,2,20
713,sj,2012,3,14
714,sj,2012,4,10
715,sj,2012,5,21
716,sj,2012,6,14
717,sj,2012,7,14
718,sj,2012,8,9
719,sj,2012,9,11
720,sj,2012,10,5
721,sj,2012,11,6
722,sj,2012,12,7
723,sj,2012,13,11
724,sj,2012,14,4
725,sj,2012,15,3
726,sj,2012,16,2
727,sj,2012,17,6
728,sj,2012,18,10
729,sj,2012,19,7
730,sj,2012,20,5
731,sj,2012,21,3
732,sj,2012,22,12
733,sj,2012,23,13
734,sj,2012,24,10
735,sj,2012,25,13
736,sj,2012,26,13
737,sj,2012,27,8
738,sj,2012,28,21
739,sj,2012,29,18
740,sj,2012,30,8
741,sj,2012,31,7
742,sj,2012,32,20
743,sj,2012,33,14
744,sj,2012,34,14
745,sj,2012,35,7
746,sj,2012,36,14
747,sj,2012,37,10
748,sj,2012,38,13
749,sj,2012,39,27
750,sj,2012,40,13
751,sj,2012,41,18
752,sj,2012,42,16
753,sj,2012,43,16
754,sj,2012,44,20
755,sj,2012,45,17
756,sj,2012,46,4
757,sj,2012,47,15
758,sj,2012,48,8
759,sj,2012,49,6
760,sj,2012,50,12
761,sj,2012,51,15
762,sj,2012,52,11
763,sj,2013,53,10
764,sj,2013,1,15
765,sj,2013,2,17
766,sj,2013,3,7
767,sj,2013,4,7
768,sj,2013,5,8
769,sj,2013,6,9
770,sj,2013,7,12
771,sj,2013,8,12
772,sj,2013,9,5
773,sj,2013,10,4
774,sj,2013,11,11
775,sj,2013,12,4
776,sj,2013,13,5
777,sj,2013,14,7
778,sj,2013,15,1
779,sj,2013,16,1
780,sj,2013,17,4
781,sj,2013,18,2
782,sj,2013,19,6
783,sj,2013,20,3
784,sj,2013,21,4
785,sj,2013,22,10
786,sj,2013,23,12
787,sj,2013,24,21
788,sj,2013,25,26
789,sj,2013,26,21
790,sj,2013,27,30
791,sj,2013,28,45
792,sj,2013,29,56
793,sj,2013,30,75
794,sj,2013,31,83
795,sj,2013,32,82
796,sj,2013,33,126
797,sj,2013,34,119
798,sj,2013,35,137
799,sj,2013,36,131
800,sj,2013,37,112
801,sj,2013,38,82
802,sj,2013,39,73
803,sj,2013,40,43
804,sj,2013,41,55
805,sj,2013,42,55
806,sj,2013,43,53
807,sj,2013,44,46
808,sj,2013,45,43
809,sj,2013,46,29
810,sj,2013,47,22
811,sj,2013,48,26
812,sj,2013,49,13
813,sj,2013,50,17
814,sj,2013,51,8
815,sj,2014,52,13
816,sj,2014,1,10
817,sj,2014,2,17
818,sj,2014,3,19
819,sj,2014,4,9
820,sj,2014,5,9
821,sj,2014,6,9
822,sj,2014,7,3
823,sj,2014,8,7
824,sj,2014,9,7
825,sj,2014,10,0
826,sj,2014,11,2
827,sj,2014,12,3
828,sj,2014,13,3
829,sj,2014,14,1
830,sj,2014,15,3
831,sj,2014,16,3
832,sj,2014,17,3
833,sj,2014,18,7
834,sj,2014,19,3
835,sj,2014,20,5
836,sj,2014,21,11
837,sj,2014,22,5
838,sj,2014,23,5
839,sj,2014,24,6
840,sj,2014,25,6
841,sj,2014,26,4
842,sj,2014,27,4
843,sj,2014,28,8
844,sj,2014,29,14
845,sj,2014,30,12
846,sj,2014,31,16
847,sj,2014,32,10
848,sj,2014,33,16
849,sj,2014,34,18
850,sj,2014,35,15
851,sj,2014,36,23
852,sj,2014,37,17
853,sj,2014,38,33
854,sj,2014,39,15
855,sj,2014,40,13
856,sj,2014,41,11
857,sj,2014,42,14
858,sj,2014,43,17
859,sj,2014,44,19
860,sj,2014,45,20
861,sj,2014,46,12
862,sj,2014,47,21
863,sj,2014,48,7
864,sj,2014,49,19
865,sj,2014,50,10
866,sj,2014,51,13
867,sj,2015,1,10
868,sj,2015,2,8
869,sj,2015,3,21
870,sj,2015,4,11
871,sj,2015,5,9
872,sj,2015,6,14
873,sj,2015,7,14
874,sj,2015,8,15
875,sj,2015,9,18
876,sj,2015,10,16
877,sj,2015,11,12
878,sj,2015,12,20
879,sj,2015,13,8
880,sj,2015,14,3
881,sj,2015,15,13
882,sj,2015,16,4
883,sj,2015,17,1
884,sj,2015,18,10
885,sj,2015,19,8
886,sj,2015,20,13
887,sj,2015,21,10
888,sj,2015,22,21
889,sj,2015,23,18
890,sj,2015,24,21
891,sj,2015,25,34
892,sj,2015,26,25
893,sj,2015,27,34
894,sj,2015,28,33
895,sj,2015,29,40
896,sj,2015,30,42
897,sj,2015,31,36
898,sj,2015,32,72
899,sj,2015,33,75
900,sj,2015,34,76
901,sj,2015,35,92
902,sj,2015,36,71
903,sj,2015,37,112
904,sj,2015,38,106
905,sj,2015,39,101
906,sj,2015,40,170
907,sj,2015,41,135
908,sj,2015,42,106
909,sj,2015,43,68
910,sj,2015,44,48
911,sj,2015,45,48
912,sj,2015,46,26
913,sj,2015,47,33
914,sj,2015,48,29
915,sj,2015,49,17
916,sj,2015,50,12
917,sj,2015,51,13
918,sj,2015,52,17
919,sj,2016,1,15
920,sj,2016,2,14
921,sj,2016,3,15
922,sj,2016,4,10
923,sj,2016,5,9
924,sj,2016,6,2
925,sj,2016,7,6
926,sj,2016,8,8
927,sj,2016,9,5
928,sj,2016,10,1
929,sj,2016,11,2
930,sj,2016,12,3
931,sj,2016,13,4
932,sj,2016,14,3
933,sj,2016,15,1
934,sj,2016,16,3
935,sj,2016,17,5
936,iq,2008,26,0
937,iq,2008,27,0
938,iq,2008,28,0
939,iq,2008,29,0
940,iq,2008,30,0
941,iq,2008,31,0
942,iq,2008,32,0
943,iq,2008,33,0
944,iq,2008,34,0
945,iq,2008,35,0
946,iq,2008,36,1
947,iq,2008,37,0
948,iq,2008,38,0
949,iq,2008,39,0
950,iq,2008,40,0
951,iq,2008,41,1
952,iq,2008,42,1
953,iq,2008,43,0
954,iq,2008,44,0
955,iq,2008,45,0
956,iq,2008,46,0
957,iq,2008,47,0
958,iq,2008,48,0
959,iq,2008,49,0
960,iq,2008,50,1
961,iq,2008,51,0
962,iq,2009,1,0
963,iq,2009,2,0
964,iq,2009,3,0
965,iq,2009,4,0
966,iq,2009,5,0
967,iq,2009,6,0
968,iq,2009,7,0
969,iq,2009,8,0
970,iq,2009,9,0
971,iq,2009,10,0
972,iq,2009,11,0
973,iq,2009,12,0
974,iq,2009,13,0
975,iq,2009,14,0
976,iq,2009,15,0
977,iq,2009,16,1
978,iq,2009,17,0
979,iq,2009,18,0
980,iq,2009,19,0
981,iq,2009,20,0
982,iq,2009,21,1
983,iq,2009,22,1
984,iq,2009,23,0
985,iq,2009,24,0
986,iq,2009,25,1
987,iq,2009,26,0
988,iq,2009,27,0
989,iq,2009,28,0
990,iq,2009,29,0
991,iq,2009,30,0
992,iq,2009,31,0
993,iq,2009,32,0
994,iq,2009,33,0
995,iq,2009,34,0
996,iq,2009,35,0
997,iq,2009,36,0
998,iq,2009,37,0
999,iq,2009,38,0
1000,iq,2009,39,0
1001,iq,2009,40,0
1002,iq,2009,41,0
1003,iq,2009,42,0
1004,iq,2009,43,0
1005,iq,2009,44,0
1006,iq,2009,45,0
1007,iq,2009,46,0
1008,iq,2009,47,1
1009,iq,2009,48,1
1010,iq,2009,49,1
1011,iq,2009,50,2
1012,iq,2009,51,4
1013,iq,2009,52,1
1014,iq,2010,1,4
1015,iq,2010,2,11
1016,iq,2010,3,16
1017,iq,2010,4,23
1018,iq,2010,5,12
1019,iq,2010,6,14
1020,iq,2010,7,18
1021,iq,2010,8,8
1022,iq,2010,9,7
1023,iq,2010,10,10
1024,iq,2010,11,7
1025,iq,2010,12,10
1026,iq,2010,13,5
1027,iq,2010,14,11
1028,iq,2010,15,8
1029,iq,2010,16,18
1030,iq,2010,17,13
1031,iq,2010,18,9
1032,iq,2010,19,22
1033,iq,2010,20,10
1034,iq,2010,21,5
1035,iq,2010,22,13
1036,iq,2010,23,2
1037,iq,2010,24,11
1038,iq,2010,25,11
1039,iq,2010,26,3
1040,iq,2010,27,7
1041,iq,2010,28,7
1042,iq,2010,29,4
1043,iq,2010,30,5
1044,iq,2010,31,6
1045,iq,2010,32,7
1046,iq,2010,33,7
1047,iq,2010,34,4
1048,iq,2010,35,9
1049,iq,2010,36,17
1050,iq,2010,37,8
1051,iq,2010,38,22
1052,iq,2010,39,18
1053,iq,2010,40,21
1054,iq,2010,41,16
1055,iq,2010,42,31
1056,iq,2010,43,25
1057,iq,2010,44,28
1058,iq,2010,45,26
1059,iq,2010,46,18
1060,iq,2010,47,27
1061,iq,2010,48,11
1062,iq,2010,49,38
1063,iq,2010,50,29
1064,iq,2010,51,21
1065,iq,2010,52,11
1066,iq,2011,1,10
1067,iq,2011,2,5
1068,iq,2011,3,6
1069,iq,2011,4,2
1070,iq,2011,5,1
1071,iq,2011,6,2
1072,iq,2011,7,2
1073,iq,2011,8,3
1074,iq,2011,9,5
1075,iq,2011,10,1
1076,iq,2011,11,4
1077,iq,2011,12,2
1078,iq,2011,13,4
1079,iq,2011,14,0
1080,iq,2011,15,0
1081,iq,2011,16,0
1082,iq,2011,17,0
1083,iq,2011,18,1
1084,iq,2011,19,1
1085,iq,2011,20,1
1086,iq,2011,21,1
1087,iq,2011,22,1
1088,iq,2011,23,2
1089,iq,2011,24,3
1090,iq,2011,25,4
1091,iq,2011,26,6
1092,iq,2011,27,2
1093,iq,2011,28,2
1094,iq,2011,29,5
1095,iq,2011,30,1
1096,iq,2011,31,1
1097,iq,2011,32,0
1098,iq,2011,33,0
1099,iq,2011,34,0
1100,iq,2011,35,0
1101,iq,2011,36,2
1102,iq,2011,37,0
1103,iq,2011,38,3
1104,iq,2011,39,0
1105,iq,2011,40,0
1106,iq,2011,41,0
1107,iq,2011,42,2
1108,iq,2011,43,2
1109,iq,2011,44,3
1110,iq,2011,45,3
1111,iq,2011,46,3
1112,iq,2011,47,1
1113,iq,2011,48,2
1114,iq,2011,49,3
1115,iq,2011,50,6
1116,iq,2011,51,5
1117,iq,2011,52,1
1118,iq,2012,1,4
1119,iq,2012,2,5
1120,iq,2012,3,8
1121,iq,2012,4,5
1122,iq,2012,5,2
1123,iq,2012,6,3
1124,iq,2012,7,3
1125,iq,2012,8,1
1126,iq,2012,9,6
1127,iq,2012,10,4
1128,iq,2012,11,1
1129,iq,2012,12,2
1130,iq,2012,13,3
1131,iq,2012,14,1
1132,iq,2012,15,8
1133,iq,2012,16,4
1134,iq,2012,17,6
1135,iq,2012,18,7
1136,iq,2012,19,5
1137,iq,2012,20,8
1138,iq,2012,21,6
1139,iq,2012,22,5
1140,iq,2012,23,6
1141,iq,2012,24,6
1142,iq,2012,25,13
1143,iq,2012,26,2
1144,iq,2012,27,10
1145,iq,2012,28,3
1146,iq,2012,29,12
1147,iq,2012,30,7
1148,iq,2012,31,6
1149,iq,2012,32,5
1150,iq,2012,33,6
